id,name,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,room_type,accommodates,beds,price,minimum_nights
881381807653323e3,Home in Minneapolis · ★5.0 · 1 bedroom · 1 bed · 1 bath,100,100,TRUE,1,Entire home/apt,4,1,163,2
831402456466571e3,Home in Minneapolis · ★4.91 · 1 bedroom · 1 bed · 1.5 baths,100,88,TRUE,1,Entire home/apt,2,1,85,28
847229588394661500,Home in Garrison · ★5.0 · 3 bedrooms · 5 beds · 2 baths,100,99,TRUE,25,Entire home/apt,7,5,252,2
679959917045130800,Home in Vadnais Heights · ★4.95 · 5 bedrooms · 5 beds · 3 baths,100,100,TRUE,4,Entire home/apt,10,5,414,4
47353621,Home in Saint Paul · ★5.0 · 3 bedrooms · 5 beds · 1 bath,100,100,TRUE,1,Entire home/apt,6,5,151,7
21746343,Home in Minneapolis · ★4.93 · 3 bedrooms · 3 beds · 1 bath,100,99,TRUE,4,Entire home/apt,8,3,179,1
37493007,Home in Saint ANTHNY VLG · ★5.0 · 1 bedroom · 1 bed · 5 baths,92,73,TRUE,98,Private room,2,1,52,7
15164723,Townhouse in Saint Bonifacius · 1 bedroom · 2 beds · 1.5 baths,NA,NA,FALSE,1,Private room,3,2,250,2
21109415,Guest suite in Bayport · ★4.95 · Studio · 1 bed · 1 bath,NA,NA,FALSE,1,Entire home/apt,2,1,NA,1
52633589,Home in Saint Paul · ★4.93 · 2 bedrooms · 2 beds · 1 bath,100,99,TRUE,2,Entire home/apt,4,2,177,2
1014711941364321400,Cabin in Lindstrom · ★New · 2 bedrooms · 3 beds · 1 bath,100,75,FALSE,2,Entire home/apt,6,3,150,30
965269725036571800,Home in Minneapolis · ★New · 1 bedroom · 2 beds · 1 bath,100,100,FALSE,1,Entire home/apt,3,2,73,2
650618728768909600,Home in Minneapolis · ★4.98 · 3 bedrooms · 4 beds · 1 bath,100,100,TRUE,1,Entire home/apt,6,4,143,1
36233681,Cabin in Annandale · ★4.99 · 2 bedrooms · 3 beds · 1 bath,100,100,TRUE,1,Entire home/apt,6,3,195,4
995694349233295e3,Home in Minneapolis · ★4.73 · 3 bedrooms · 4 beds · 1 bath,100,97,TRUE,2,Entire home/apt,7,4,135,2
762459679404911500,Home in Champlin · ★5.0 · 4 bedrooms · 4 beds · 3.5 baths,99,100,TRUE,102,Entire home/apt,8,4,145,1
38290651,Condo in Minneapolis · ★4.86 · 1 bedroom · 1 bed · 1 private bath,NA,0,FALSE,1,Private room,2,1,50,2
857899946612214300,Home in Blaine · ★5.0 · 5 bedrooms · 13 beds · 3 baths,99,99,FALSE,890,Entire home/apt,16,13,337,2
547740326632626050,Home in Saint Paul · ★4.91 · 3 bedrooms · 4 beds · 2 baths,100,99,TRUE,7,Entire home/apt,9,4,115,3
23980495,Home in Saint Paul · ★4.94 · 1 bedroom · 3 beds · 1 private bath,NA,64,FALSE,2,Private room,2,3,75,3
22485860,Home in Prior Lake · 6 bedrooms · 4 beds · 3 baths,NA,NA,FALSE,1,Entire home/apt,10,4,1490,4
985401079445294200,Cabin in Rockford · 1 bedroom · 1 bed · 1 bath,100,98,TRUE,3,Entire home/apt,4,1,221,2
45789799,Guest suite in New Prague · ★5.0 · Studio · 3 beds · 1 bath,100,0,FALSE,1,Entire home/apt,4,3,70,1
53969459,Home in Excelsior · ★4.63 · 7 bedrooms · 7 beds · 6.5 baths,99,100,TRUE,102,Entire home/apt,16,7,997,1
986342890483123100,Home in Plymouth · ★New · 4 bedrooms · 4 beds · 2.5 baths,100,100,TRUE,2,Entire home/apt,9,4,292,3
41126841,Home in Saint Paul · ★4.64 · 1 bedroom · 1 bed · 1.5 shared baths,92,73,TRUE,98,Private room,1,1,50,2
692811563488919400,Home in Minneapolis · ★5.0 · 4 bedrooms · 6 beds · 3.5 baths,100,99,TRUE,13,Entire home/apt,10,6,528,4
622618659346307100,Home in Minneapolis · ★5.0 · 3 bedrooms · 3 beds · 2 baths,100,100,TRUE,1,Entire home/apt,6,3,288,2
676014528613030400,Home in Excelsior · 3 bedrooms · 4 beds · 2 baths,100,100,FALSE,5,Entire home/apt,8,4,139,30
53775258,Home in Minneapolis · ★5.0 · 3 bedrooms · 4 beds · 1.5 baths,100,94,TRUE,6,Entire home/apt,6,4,222,4
745538092141551200,Cottage in Zimmerman · ★4.82 · 2 bedrooms · 3 beds · 1 bath,100,100,TRUE,2,Entire home/apt,5,3,185,2
1044244770989912300,Rental unit in Minneapolis · ★New · Studio · 1 bed · 1 bath,100,99,FALSE,21,Entire home/apt,3,1,83,30
38071239,Home in Shoreview · ★4.89 · 1 bedroom · 1 bed · 1 private bath,100,100,TRUE,1,Private room,2,1,40,1
22342751,Home in Lindstrom · ★5.0 · 5 bedrooms · 10 beds · 3.5 baths,100,100,FALSE,1,Entire home/apt,16,10,331,2
1004736509215484400,Home in Minneapolis · ★New · 2 bedrooms · 2 beds · 1.5 baths,100,25,FALSE,2,Entire home/apt,6,2,50,30
22910673,Home in Minneapolis · 4 bedrooms · 8 beds · 2.5 baths,NA,NA,FALSE,1,Entire home/apt,16,8,700,4
965911432494283400,Home in Maplewood · 3 bedrooms · 3 beds · 1 bath,100,100,FALSE,1,Entire home/apt,6,3,270,1
43792047,Rental unit in Hastings · ★4.85 · 2 bedrooms · 2 beds · 2 baths,100,100,TRUE,30,Entire home/apt,4,2,122,1
53144067,Cottage in Forest Lake · ★4.77 · 2 bedrooms · 5 beds · 1.5 baths,100,87,TRUE,4,Entire home/apt,6,5,160,2
51665582,Home in St. Louis Park · ★4.91 · 1 bedroom · 2 beds · 1 private bath,100,95,TRUE,1,Private room,2,2,64,1
919869330194705e3,Home in Minneapolis · ★New · 2 bedrooms · 2 beds · 1 bath,NA,NA,FALSE,1,Entire home/apt,5,2,140,2
6.9500184682268006e+17,Home in Minneapolis · ★5.0 · 3 bedrooms · 3 beds · 2 baths,100,94,TRUE,1,Entire home/apt,6,3,269,2
52855490,Hotel in Bloomington · 1 bedroom · 1 bed · 1 bath,100,98,FALSE,2035,Private room,2,1,135,1
22944275,Guest suite in Falcon Heights · ★4.94 · 1 bedroom · 3 beds · 1 bath,90,100,TRUE,3,Entire home/apt,4,3,116,1
932533702815951400,Rental unit in Saint Paul · 2 bedrooms · 1 bed · 1 bath,NA,NA,FALSE,1,Entire home/apt,2,1,66,30
22981831,Home in Minneapolis · 4 bedrooms · 4 beds · 1 bath,NA,NA,FALSE,1,Entire home/apt,5,4,600,4
8.8865845073864794e+17,Home in Mendota Heights · ★4.95 · 8 bedrooms · 13 beds · 4.5 baths,100,99,TRUE,7,Entire home/apt,16,13,1708,2
1041300926056318100,Rental unit in Minneapolis · ★New · 2 bedrooms · 2 beds · 1 bath,100,100,FALSE,10,Entire home/apt,5,2,94,1
888607712680394900,Home in Hager City · ★5.0 · 3 bedrooms · 3 beds · 3 baths,99,100,TRUE,102,Entire home/apt,6,3,252,1
833321765180230400,Home in St. Paul · ★4.83 · 2 bedrooms · 2 beds · 1.5 baths,100,88,FALSE,1,Entire home/apt,5,2,150,3
40095531,Rental unit in Minneapolis · ★4.69 · Studio · 1 bed · 1 bath,NA,NA,FALSE,42,Entire home/apt,2,1,NA,3
997144279893913900,Rental unit in Saint Paul · ★5.0 · 2 bedrooms · 1 bath,100,100,FALSE,2,Entire home/apt,4,NA,156,1
639721411504604500,Rental unit in Minneapolis · ★4.26 · 3 bedrooms · 6 beds · 1 bath,99,92,FALSE,31,Entire home/apt,10,6,137,1
973927616371041400,Home in Excelsior · ★5.0 · 2 bedrooms · 3 beds · 2 baths,100,100,FALSE,1,Entire home/apt,6,3,193,2
48138228,Rental unit in Minneapolis · ★4.94 · 1 bedroom · 2 beds · 1 bath,100,95,TRUE,1,Entire home/apt,4,2,112,2
962970359837461200,Home in Minneapolis · 1 bedroom · 1 bed · 2.5 baths,100,60,FALSE,2,Private room,2,1,38,5
53111980,Home in Minneapolis · ★4.67 · 3 bedrooms · 3 beds · 2 baths,100,100,FALSE,1,Entire home/apt,5,3,200,4
23061274,Home in Minneapolis · 2 bedrooms · 2 beds · 1 private bath,NA,NA,FALSE,2,Private room,4,2,500,2
715895766078238700,Home in Minneapolis · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,100,98,TRUE,6,Private room,1,1,37,5
1014579816588715400,Home in Minneapolis · ★New · 1 bedroom · 1 bed · 1 bath,100,100,FALSE,4,Entire home/apt,2,1,89,7
696016113317510100,Home in Fridley · 1 bedroom · 3 beds · 1 shared bath,100,0,FALSE,2,Private room,1,3,42,30
102616478173519e4,Home in Saint Paul · ★New · 1 bedroom · 1 bed · 1 bath,100,92,FALSE,6,Private room,1,1,65,4
52185456,Home in Chisago City · ★4.98 · 4 bedrooms · 5 beds · 4 baths,100,99,TRUE,4,Entire home/apt,10,5,404,2
1040526313522030800,Home in Minneapolis · ★New · 3 bedrooms · 4 beds · 1 bath,100,100,FALSE,1,Entire home/apt,6,4,79,1
821797618820681500,Serviced apartment in Minneapolis · 1 bedroom · 1 bed · 1 bath,100,95,FALSE,1768,Entire home/apt,2,1,309,1
632566632777514500,Campsite in Big Lake · ★4.91 · 1 bath,100,100,TRUE,6,Entire home/apt,4,NA,40,1
51584899,Home in Minneapolis · ★4.86 · 3 bedrooms · 4 beds · 1 bath,100,99,TRUE,1,Entire home/apt,8,4,110,1
704610434194993400,Rental unit in Eden Prairie · 1 bedroom · 1 bed · 1 bath,86,98,FALSE,2545,Entire home/apt,2,1,82,30
44576791,Home in Excelsior · ★4.93 · 1 bedroom · 2 beds · 1 bath,100,100,TRUE,3,Entire home/apt,4,2,200,1
759227136119527300,Rental unit in Minneapolis · ★4.67 · 1 bedroom · 1 bed · 1 bath,100,90,TRUE,11,Entire home/apt,2,1,70,30
718969774083635e3,Home in South Saint Paul · ★4.94 · 1 bedroom · 1 bed · 1 shared bath,100,92,TRUE,1,Private room,2,1,50,1
20196751,Home in River Falls · ★4.94 · 1 bedroom · 2 beds · 1 private bath,NA,NA,FALSE,1,Private room,6,2,NA,2
944229392778177900,Home in Hudson · ★5.0 · 5 bedrooms · 5 beds · 4.5 baths,100,90,FALSE,1,Entire home/apt,10,5,996,3
657428828461819100,Cabin in Garrison · 2 bedrooms · 4 beds · 1 bath,NA,100,FALSE,6,Entire home/apt,4,4,245,3
975088730125819500,Hotel in Minneapolis · 1 bedroom · 1 bed · 1 bath,100,99,FALSE,3145,Private room,2,1,245,1
35180792,Rental unit in Minneapolis · ★4.79 · 2 bedrooms · 2 beds · 1 bath,NA,100,FALSE,1,Entire home/apt,5,2,140,30
22972984,Home in Minneapolis · 3 bedrooms · 3 beds · 2 baths,NA,NA,FALSE,2,Entire home/apt,8,3,1500,3
48096366,Rental unit in Saint Paul · ★5.0 · 2 bedrooms · 2 beds · 2 baths,100,95,TRUE,12,Entire home/apt,4,2,199,30
815978596272317300,Home in Saint Paul · ★5.0 · 3 bedrooms · 2 beds · 2 baths,100,99,TRUE,4,Entire home/apt,5,2,199,2
16241535,Guest suite in Minneapolis · ★4.89 · 1 bedroom · 1 bed · 1 bath,100,96,TRUE,2,Entire home/apt,4,1,72,6
52155676,Home in Minneapolis · ★4.91 · 5 bedrooms · 6 beds · 3.5 baths,NA,0,FALSE,1,Entire home/apt,10,6,600,2
1015352261733072800,Guesthouse in Minneapolis · ★New · 2 bedrooms · 4 beds · 1 bath,100,99,FALSE,7,Entire home/apt,6,4,81,1
895588628606314800,Home in Minneapolis · ★4.86 · 1 bedroom · 1 bed · 1 private bath,100,100,TRUE,5,Private room,2,1,49,1
745052756283967700,Rental unit in White Bear Lake · ★5.0 · 1 bedroom · 1 bed · 1 bath,100,98,TRUE,2,Entire home/apt,2,1,92,2
7920348,Home in Denmark Twp · ★4.91 · 3 bedrooms · 3 beds · 2 baths,100,99,TRUE,2,Entire home/apt,6,3,210,2
672528509997885300,Home in Minneapolis · ★4.87 · 3 bedrooms · 3 beds · 2.5 baths,100,98,TRUE,1,Entire home/apt,6,3,161,2
19285917,Home in Saint Louis Park · ★4.86 · 4 bedrooms · 6 beds · 2 baths,100,80,FALSE,1,Entire home/apt,8,6,239,2
46450852,Rental unit in Saint Paul · ★4.88 · Studio · 2 beds · 1 bath,92,99,TRUE,2,Entire home/apt,3,2,109,2
720101904191147100,Home in Minneapolis · ★4.81 · 4 bedrooms · 5 beds · 2 baths,100,98,TRUE,4,Entire home/apt,10,5,192,2
39358010,Boutique hotel in Saint Paul · ★5.0 · 1 bedroom · 1 bed · 1 private bath,NA,NA,FALSE,8,Private room,2,1,NA,1
671721873150834e3,Home in Saint Paul · ★4.98 · 6 bedrooms · 7 beds · 2 baths,100,100,TRUE,1,Entire home/apt,10,7,270,2
676817551824453900,Guest suite in Saint Paul · ★4.63 · 3 bedrooms · 3 beds · 1 bath,90,97,FALSE,1,Entire home/apt,6,3,120,1
45787233,Tent in Shafer · ★4.90 · 1 bedroom · 1 bed · 1 bath,100,99,TRUE,2,Entire home/apt,2,1,120,2
43325913,Guest suite in Forest Lake · ★4.95 · 1 bedroom · 1 bed · 1 bath,100,98,TRUE,3,Entire home/apt,2,1,99,3
710102234922134800,Home in Saint Paul · ★5.0 · 3 bedrooms · 2 beds · 1.5 baths,100,99,TRUE,3,Entire home/apt,6,2,100,3
610661112905850400,Condo in Minneapolis · ★4.84 · 1 bedroom · 1 bed · 1 bath,100,99,TRUE,18,Entire home/apt,2,1,53,1
720590775725810600,Rental unit in Minneapolis · ★4.85 · 1 bedroom · 1 bed · 1 bath,100,99,TRUE,1,Entire home/apt,2,1,103,1
15845823,Home in Saint Paul · ★4.63 · 4 bedrooms · 4 beds · 2 baths,100,100,FALSE,2,Entire home/apt,8,4,231,3
1001688105051173100,Home in Saint Paul · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,100,100,FALSE,3,Private room,2,1,45,30
778891137682211100,Rental unit in Saint Paul · ★4.56 · 3 bedrooms · 3 beds · 2 baths,100,99,FALSE,4,Entire home/apt,3,3,213,3
619015396850218500,Rental unit in Saint Paul · 1 bedroom · 1 bed · 1 bath,100,95,TRUE,12,Entire home/apt,2,1,125,30
10514034,Cottage in Marine on Saint Croix · ★4.68 · 2 bedrooms · 5 beds · 1 bath,100,75,FALSE,3,Entire home/apt,5,5,135,2
948501666395358800,Rental unit in Buffalo · ★5.0 · 2 bedrooms · 3 beds · 1 bath,100,98,TRUE,4,Entire home/apt,5,3,211,2
47195314,Home in Minneapolis · ★4.77 · 3 bedrooms · 4 beds · 1.5 baths,100,100,FALSE,2,Entire home/apt,8,4,105,2
45329568,Home in Minneapolis · ★4.60 · 2 bedrooms · 2 beds · 1 bath,NA,NA,FALSE,1,Entire home/apt,3,2,NA,30
929822131799863700,Home in Minneapolis · 2 bedrooms · 1 bed · 1 bath,NA,67,FALSE,1,Entire home/apt,2,1,NA,1
40643398,Home in Maple Grove · ★5.0 · 4 bedrooms · 7 beds · 2.5 baths,100,100,FALSE,2,Entire home/apt,13,7,525,2
1010266862171383600,Home in Anoka · ★New · 3 bedrooms · 3 beds · 2 baths,100,100,FALSE,1,Entire home/apt,6,3,208,1
26193579,Home in Minnetonka · ★4.94 · 1 bedroom · 1 bed · 1 private bath,NA,NA,FALSE,3,Private room,2,1,150,2
9730310,Guest suite in Minneapolis · ★4.43 · 1 bedroom · 1 bed · 1 bath,100,NA,FALSE,1,Entire home/apt,2,1,55,30
711451933613621900,Rental unit in Minneapolis · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,100,75,TRUE,8,Private room,1,1,27,30
760844580246977500,Guest suite in Cokato · ★4.97 · 2 bedrooms · 4 beds · 1 bath,100,100,TRUE,11,Entire home/apt,6,4,87,1
43529314,Home in Burnsville · ★4.82 · 6 bedrooms · 10 beds · 2.5 baths,100,96,TRUE,1,Entire home/apt,16,10,358,3
938989833420616800,Rental unit in Mound · 1 bedroom · 1 bed · 1 bath,NA,50,FALSE,1,Entire home/apt,2,1,62,30
46995257,Guest suite in Zimmerman · ★4.86 · 1 bedroom · 2 beds · 1 bath,100,81,TRUE,1,Entire home/apt,4,2,85,1
1009389682747461600,Home in Minneapolis · ★New · 4 bedrooms · 4 beds · 3 baths,100,99,TRUE,13,Entire home/apt,10,4,180,30
24778282,Cabin in South Haven · ★4.86 · 3 bedrooms · 4 beds · 1 bath,100,100,TRUE,2,Entire home/apt,8,4,200,4
822425146471080200,Serviced apartment in Minneapolis · 1 bedroom · 1 bed · 1 bath,100,95,FALSE,1768,Entire home/apt,2,1,319,1
741701,Home in Minneapolis · ★4.60 · 4 bedrooms · 4 beds · 1 bath,100,100,FALSE,2,Entire home/apt,6,4,159,5
20942498,Home in Minneapolis · ★4.98 · 7 bedrooms · 8 beds · 2 baths,100,100,TRUE,6,Entire home/apt,10,8,372,2
981825282243305500,Townhouse in Saint Paul · ★5.0 · 2 bedrooms · 2 beds · 1 bath,100,100,FALSE,3,Entire home/apt,4,2,112,5
1003823855303345700,Home in Minneapolis · ★4.88 · 3 bedrooms · 3 beds · 2 baths,100,88,FALSE,1,Entire home/apt,6,3,133,2
698698152644272400,Home in Minneapolis · 3 bedrooms · 5 beds · 3 baths,NA,20,FALSE,1,Entire home/apt,8,5,250,30
38102004,Home in Minneapolis · ★5.0 · 1 bedroom · 1 bed · 1 bath,100,86,TRUE,1,Entire home/apt,2,1,69,30
23505548,Home in Saint Paul · ★4.89 · 2 bedrooms · 3 beds · 1 bath,100,93,FALSE,1,Entire home/apt,5,3,161,1
697057922707425500,Rental unit in White Bear Lake · 2 bedrooms · 2 beds · 2 baths,86,98,FALSE,2545,Entire home/apt,4,2,98,30
843388495732239700,Cabin in Jordan · ★5.0 · 2 bedrooms · 4 beds · 2 baths,100,94,TRUE,2,Entire home/apt,7,4,256,2
40710976,Guest suite in Minneapolis · ★4.63 · 2 bedrooms · 2 beds · 1 bath,NA,95,FALSE,1,Entire home/apt,3,2,NA,2
50358513,Home in Minneapolis · ★4.68 · 2 bedrooms · 2 beds · 1 bath,100,99,TRUE,2,Entire home/apt,5,2,118,1
699974519261144400,Home in Saint Paul · ★4.91 · 3 bedrooms · 4 beds · 1 bath,100,82,FALSE,1,Entire home/apt,6,4,189,3
15612131,Rental unit in Saint Paul · ★4.40 · 2 bedrooms · 2 beds · 1 bath,NA,67,FALSE,2,Entire home/apt,4,2,200,4
52694208,Home in Woodbury · ★4.81 · 2 bedrooms · 3 beds · 1 bath,100,95,TRUE,1,Entire home/apt,6,3,121,3
944908377545683300,Cabin in Maple Lake · 2 bedrooms · 4 beds · 1 bath,100,100,TRUE,2,Entire home/apt,5,4,300,2
50860506,Home in Saint Paul · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,100,0,FALSE,1,Private room,2,1,50,1
961184483474326100,Cabin in Waterville · 3 bedrooms · 7 beds · 1 bath,100,100,FALSE,1,Entire home/apt,10,7,229,2
1008680522671993900,Rental unit in Shakopee · ★New · 1 bedroom · 1 bed · 1 bath,80,NA,FALSE,1,Entire home/apt,2,1,50,7
52467426,Home in Saint Paul · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,92,73,TRUE,98,Private room,1,1,29,2
811922062138636400,Bed and breakfast in Minneapolis · ★5.0 · 2 bedrooms · 1 bed · 1 shared bath,NA,100,FALSE,3,Private room,2,1,64,3
13184364,Townhouse in Saint Anthony · ★4.86 · 1 bedroom · 1 bed · 1 private bath,100,95,TRUE,3,Private room,4,1,39,1
40431812,Condo in Minneapolis · ★4.71 · 1 bedroom · 1 bed · 1 bath,67,0,FALSE,1,Entire home/apt,2,1,120,14
952215290834885900,Home in Blaine · 1 bedroom · 1 bed · 1 bath,100,100,FALSE,1,Private room,2,1,75,1
744155993430718100,Home in Minneapolis · ★4.83 · 4 bedrooms · 4 beds · 3 baths,100,99,TRUE,23,Entire home/apt,10,4,126,30
795844739070830200,Farm stay in Savage · 1 bedroom · 2 beds · 2 shared baths,100,100,FALSE,1,Private room,4,2,132,1
838819224475061900,Home in Maple Lake · 1 bedroom · 1 bed · 1 shared bath,100,0,FALSE,1,Private room,1,1,22,30
49419771,Guest suite in Minneapolis · ★4.99 · Studio · 1 bed · 1 bath,100,100,TRUE,1,Entire home/apt,2,1,100,2
561467771188297340,Place to stay in Cokato · ★3.33 · 1 bedroom · 2 beds · 1 bath,NA,NA,FALSE,1,Entire home/apt,4,2,NA,3
821797737074888400,Serviced apartment in Minneapolis · 1 bedroom · 1 bed · 1 bath,100,95,FALSE,1768,Entire home/apt,2,1,309,1
17746482,Townhouse in Saint Anthony · ★4.91 · 1 bedroom · 1 bed · 1 private bath,100,95,TRUE,3,Private room,3,1,43,1
22807863,Townhouse in Minneapolis · 3 bedrooms · 3 beds · 1 bath,NA,NA,FALSE,1,Entire home/apt,6,3,3000,30
36764427,Guest suite in Burnsville · ★4.0 · 1 bedroom · 1 bed · 1 private bath,100,85,FALSE,10,Private room,2,1,110,1
20895497,Home in Cottage Grove · 3 bedrooms · 4 beds · 2 baths,NA,NA,FALSE,1,Entire home/apt,10,4,2000,1
22826855,Condo in Minneapolis · 2 bedrooms · 3 beds · 2 baths,NA,NA,FALSE,1,Entire home/apt,6,3,900,4
755667632205685200,Home in Minneapolis · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,100,95,TRUE,8,Private room,2,1,50,1
949609534547243800,Home in Cottage Grove · ★4.83 · 1 bedroom · 1 bed · 1 private bath,100,93,FALSE,6,Private room,1,1,49,2
759293923534997500,Home in Roseville · ★4.92 · 5 bedrooms · 5 beds · 2 baths,100,99,TRUE,7,Entire home/apt,11,5,144,3
47730826,Cottage in Annandale · ★4.91 · 4 bedrooms · 10 beds · 1 bath,100,96,TRUE,1,Entire home/apt,7,10,180,2
43827987,Rental unit in Saint Paul · ★4.89 · 1 bedroom · 2 beds · 1 bath,100,98,TRUE,1,Entire home/apt,3,2,75,1
910977722438619500,Home in Minneapolis · ★4.50 · 3 bedrooms · 3 beds · 1 bath,100,100,FALSE,2,Entire home/apt,4,3,NA,1
28575580,Home in Minneapolis · ★4.93 · 2 bedrooms · 3 beds · 1 bath,100,98,TRUE,7,Entire home/apt,3,3,102,1
46098277,Rental unit in Edina · ★4.33 · 1 bedroom · 1 bed · 1 bath,100,96,TRUE,44,Entire home/apt,2,1,165,14
872662287610942600,"Home in Lakeland, Minnesota · ★New · 2 bedrooms · 3 beds · 1 bath",100,80,FALSE,1,Entire home/apt,4,3,120,1
961691142410303e3,Home in Saint Paul · 1 bedroom · 1 bed · 1 bath,92,73,TRUE,98,Private room,1,1,32,5
955853294514428400,Home in Minneapolis · ★4.43 · 3 bedrooms · 3 beds · 2 baths,100,100,FALSE,5,Entire home/apt,8,3,146,2
937189674515977900,Home in Minneapolis · ★4.67 · 1 bedroom · 1 bed · 1 bath,90,87,FALSE,1,Private room,2,1,40,1
20744070,Guesthouse in Annandale · ★4.94 · Studio · 2 beds · 1 bath,NA,86,FALSE,1,Entire home/apt,2,2,120,3
942142794161884700,Home in Zimmerman · 1 bedroom · 1 bed · 0 shared baths,NA,NA,FALSE,1,Private room,2,1,180,1
936290676394379800,Farm stay in Big Lake · ★5.0 · 4 bedrooms · 4 beds · 1 bath,100,100,TRUE,6,Entire home/apt,16,4,200,1
53892292,Home in Minneapolis · ★5.0 · 2 bedrooms · 3 beds · 1.5 baths,100,79,TRUE,2,Entire home/apt,4,3,223,1
895676852930345700,Home in Minneapolis · ★4.80 · 1 bedroom · 1 bed · 1 private bath,100,100,TRUE,5,Private room,2,1,44,1
1000042759942708200,Home in Belle Plaine · ★New · 3 bedrooms · 5 beds · 2.5 baths,80,70,FALSE,1,Entire home/apt,6,5,340,6
1004583069798050700,Rental unit in Maplewood · ★New · 1 bedroom · 1 bed · 1 bath,100,33,FALSE,1,Entire home/apt,2,1,70,1
708834918404300700,Guest suite in Saint Paul · ★4.97 · 1 bedroom · 1 bed · 1 bath,100,97,TRUE,1,Entire home/apt,2,1,84,1
865140457599274900,Rental unit in Minneapolis · ★4.85 · 1 bedroom · 1 bed · 1 bath,99,97,TRUE,58,Entire home/apt,2,1,84,2
7824517,Guest suite in Saint Paul · ★5.0 · 1 bedroom · 1 bed · 1 bath,100,100,TRUE,1,Entire home/apt,2,1,95,3
17106314,Home in Blaine · 4 bedrooms · 5 beds · 3 baths,NA,NA,FALSE,1,Entire home/apt,10,5,415,2
902883570787258e3,Cabin in Waverly · ★4.0 · 2 bedrooms · 3 beds · 1 bath,99,100,TRUE,102,Entire home/apt,6,3,190,1
51600008,Home in Minneapolis · ★4.72 · 4 bedrooms · 5 beds · 2 baths,100,99,TRUE,23,Entire home/apt,10,5,125,2
924087445036814300,Home in White Bear Lake · ★5.0 · 4 bedrooms · 6 beds · 3.5 baths,100,88,FALSE,1,Entire home/apt,10,6,309,3
17317250,Home in Falcon Heights · ★4.93 · 1 bedroom · 1 bed · 1 private bath,100,100,TRUE,3,Private room,1,1,44,3
23857487,Guest suite in Minneapolis · ★4.98 · 1 bedroom · 1 bed · 1 private bath,NA,NA,FALSE,2,Private room,2,1,89,2
671670441245533800,Home in Saint Paul · ★4.98 · 2 bedrooms · 3 beds · 1 bath,100,100,TRUE,1,Entire home/apt,6,3,97,1
744953954584872600,Home in Minneapolis · ★4.76 · 3 bedrooms · 4 beds · 1 bath,100,97,FALSE,2,Entire home/apt,8,4,199,2
994975228777298e3,Home in Minneapolis · ★New · 3 bedrooms · 4 beds · 1 bath,100,100,FALSE,1,Entire home/apt,6,4,121,1
21563870,Bungalow in Minneapolis · ★4.93 · 1 bedroom · 2 beds · 1 private bath,100,100,TRUE,1,Private room,3,2,45,2
864348963502634400,Home in Stillwater · 1 bedroom · 1 bed · 1 private bath,100,0,FALSE,2,Private room,2,1,NA,30
44163612,Serviced apartment in Minneapolis · ★4.67 · 1 bedroom · 2 beds · 1 bath,100,99,FALSE,5,Entire home/apt,2,2,148,1
934067718630947300,Home in Anoka · ★4.80 · 4 bedrooms · 6 beds · 2 baths,100,98,TRUE,3,Entire home/apt,10,6,171,4
793750924294268700,Home in Minneapolis · ★5.0 · 1 bedroom · 2 beds · 1 bath,100,89,TRUE,2,Entire home/apt,4,2,109,1
42223841,Townhouse in Minneapolis · ★4.89 · 1 bedroom · 1 bed · 1 bath,NA,NA,FALSE,3,Entire home/apt,2,1,71,2
27319,Home in Minneapolis · ★4.78 · 2 bedrooms · 2 beds · 1 shared bath,100,74,FALSE,2,Private room,3,2,64,2
844881701868121e3,Home in Woodbury · ★5.0 · 1 bedroom · 1 bed · 1 private bath,100,91,FALSE,1,Private room,1,1,47,3
18388244,Home in Saint Paul · 1 bedroom · 1 bed · 1 bath,NA,NA,FALSE,1,Private room,1,1,400,1
22471828,Rental unit in Brooklyn Park · 1 bedroom · 1 bed · 1 bath,NA,NA,FALSE,1,Entire home/apt,5,1,600,3
653522179467652700,Rental unit in Saint Paul · ★4.64 · 1 bedroom · 2 beds · 1 bath,100,98,FALSE,2,Entire home/apt,4,2,56,1
896495111791544600,Home in Stillwater · ★4.94 · 2 bedrooms · 3 beds · 2 baths,100,100,TRUE,2,Entire home/apt,6,3,276,1
962559532852903200,Rental unit in Somerset · ★5.0 · 2 bedrooms · 2 beds · 1 bath,100,100,FALSE,1,Entire home/apt,4,2,171,2
38723196,Bed and breakfast in Minneapolis · ★4.89 · 1 bedroom · 1 bed · 1 private bath,96,98,TRUE,4,Private room,2,1,103,1
40263228,Home in Saint Paul · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,100,100,TRUE,4,Private room,1,1,46,13
921427548630032500,Home in Minneapolis · ★4.86 · 1 bedroom · 1 bed · 1 bath,100,99,TRUE,21,Private room,2,1,37,1
860507439156400800,Home in Shakopee · ★4.08 · 4 bedrooms · 4 beds · 2.5 baths,100,100,FALSE,1,Entire home/apt,10,4,200,2
